"","cvaR","cnm","cM","partial-data","equal-weight","full-data.AIC","optimal-weight.solnp","optimal-weight.osqp","CSL-ave-a31","CSL-ave-a32","CSL-ave-a33","CSL-cen-a31","CSL-cen-a32","CSL-cen-a33"
"1",0.5,50,10,0.276058764969106,0.0779755911187687,0.0628516177118875,0.070075131912964,0.0700752729943977,0.070222337821952,0.10479570732817,0.487104581649043,0.510454249843699,2.91749471860907,26.9211764633031
"2",0.5,50,100,0.255701362600315,0.0578091313091774,0.046216086779882,0.0462269220750885,0.0462290781282923,0.0472349660858199,0.0542163546506287,0.175922231530888,0.855805698763875,10.103651756006,185.31700063848
"3",0.5,50,150,0.278424093037768,0.0574022472665406,0.0457442118937616,0.0457456917101988,0.0457442823623475,0.0464371785681538,0.0501018826163936,0.0919202324302622,0.795946927069701,7.82131992457173,123.923855282527
"4",0.5,100,10,0.146838597208106,0.0599951421555007,0.0529810439659869,0.0558971007677151,0.0558970507842925,0.0532168522002405,0.0533082481558084,0.053418254525761,0.0870267484711147,0.098981189556608,0.131713433265801
"5",0.5,100,100,0.155699813575732,0.0510289719925525,0.0455284064231287,0.0455290063201313,0.0455327442966087,0.0455625148907261,0.045583127271757,0.0455959564421315,0.090809050257301,0.110591391299378,0.182098701997474
"6",0.5,100,150,0.146366359988643,0.0506049864006752,0.0451661570460037,0.0451669811257072,0.0451674865225338,0.0451851070921118,0.0452196200211646,0.0452333418154688,0.0871385248914535,0.11668802968754,0.248404537959474
"7",0.5,1000,10,0.053358831997204,0.0454217379999682,0.0453754666399217,0.0453869809014492,0.0453897963005727,0.0453751658202892,0.0453755395955424,0.0453754397502821,0.0454892849552388,0.0453808701084487,0.0453752825570025
"8",0.5,1000,100,0.0530895035129179,0.0447936392965374,0.044786168141089,0.0447860480908687,0.0447861751667607,0.044786173122344,0.0447861862365905,0.0447861639963837,0.0449235430458778,0.0447930794863447,0.044786095826682
"9",0.5,1000,150,0.0533547891181067,0.0447481667840218,0.0447425110443657,0.0447425107772774,0.0447425268613144,0.0447425557101111,0.0447424976570037,0.0447425136687152,0.0448877018420884,0.0447471195034603,0.0447432012358735
"10",0.5,10000,10,0.0455226875266365,0.0447978282744255,0.0447975576260489,0.0447978450532279,0.0447977713876885,0.0447975628108245,0.0447975578777231,0.0447975576460288,0.0447986132424105,0.0447975410029048,0.0447975578291466
"11",0.5,10000,100,0.0454652860105273,0.0446916843337386,0.0446916869931016,0.044691674600076,0.0446916842213882,0.0446916878518194,0.04469168699469,0.0446916869936477,0.0446930121192757,0.0446916941586559,0.0446916866487789
"12",0.5,10000,150,0.0455370993852672,0.0447003087941947,0.0447003233759035,0.0447003252388111,0.0447003231473169,0.0447003235789808,0.0447003233605163,0.0447003233768494,0.0447016704890219,0.0447003269461762,0.0447003235119809
"13",1,50,10,0.423408256989224,0.104139429140894,0.0817554968874796,0.0921642504504701,0.0921636017176698,0.093416379304615,0.157236145976492,0.84548127913983,0.941310996842814,5.57989781421394,51.5520756495897
"14",1,50,100,0.371490392422261,0.0707797812802355,0.0476447410058153,0.0477805365540597,0.047769432903186,0.0495858205235668,0.0625763405370108,0.286241627243292,1.56541724910033,18.4135061426234,329.523987389147
"15",1,50,150,0.425358938394113,0.0701364005778319,0.0467176500113922,0.0467196658504972,0.046718789140643,0.0480595845842954,0.0552872129731427,0.138529378365924,1.48442449612294,14.9928298193582,239.04973150438
"16",1,100,10,0.22215369760078,0.0766175847863269,0.0615051041802434,0.0687181421349443,0.0687120878093501,0.0609166939075078,0.0610554003872246,0.0612912068821296,0.125934037004334,0.147510302518528,0.210118156696892
"17",1,100,100,0.238198562105722,0.0605095917620069,0.0463274181751418,0.0463263979625466,0.0463269552698922,0.046394198223333,0.0464311159931145,0.0464594715329192,0.132799074499061,0.172114810789228,0.316632127691815
"18",1,100,150,0.224523051420166,0.0597191696201621,0.0456816425232366,0.0456810041675996,0.0456815368050027,0.0457169339318966,0.0457862304236188,0.0458093700616133,0.126058282411678,0.181451607846778,0.423728597916997
"19",1,1000,10,0.0617434461438615,0.0463947860614346,0.0461519896961238,0.046229318118531,0.0462372584724169,0.0461510399998296,0.0461521355404424,0.0461519278145448,0.0463742463324205,0.0461636243343815,0.0461516216088894
"20",1,1000,100,0.0618937613707864,0.0449624162162632,0.0448638392341167,0.0448636920433043,0.0448639315814187,0.044863849859377,0.0448638661155234,0.0448638319061085,0.0451314465908033,0.0448766247016182,0.044863969497366
"21",1,1000,150,0.0622176976397246,0.0448813106180506,0.0447933940146594,0.0447933421102848,0.044793421600376,0.0447934847214847,0.0447933657466096,0.0447933993357014,0.0450731002233028,0.0448027895424829,0.0447946765807816
"22",1,10000,10,0.0462752484579963,0.0448769106812797,0.0448764267511108,0.0448769168801676,0.0448768141561448,0.0448764377161331,0.0448764271736623,0.0448764267944329,0.044878209295004,0.0448764045717919,0.0448764262119529
"23",1,10000,100,0.0461785493456109,0.0446993408755289,0.0446993448023994,0.0446993349125018,0.0446993391707907,0.0446993464716259,0.0446993448165989,0.0446993448032087,0.044701914778438,0.0446993550248794,0.0446993443541961
"24",1,10000,150,0.04631441687499,0.0447055965901414,0.0447056222905796,0.0447056259705606,0.0447056219525802,0.0447056227269539,0.0447056222655851,0.0447056222921071,0.044708217570459,0.0447056299187513,0.0447056225657697
"25",123,50,10,0.535976315701904,0.104264723147295,0.0811979303292417,0.0911541542295332,0.09114846160926,0.0964045627243395,0.160201155573657,0.907184466843835,0.954207391806801,5.625804850747,52.1631459161108
"26",123,50,100,0.454476254956136,0.069774752726067,0.0475789171984997,0.0477610589027329,0.0477436247490472,0.049631701927403,0.062575751388155,0.281123268672381,1.56613589630116,18.4110280080947,329.366731856351
"27",123,50,150,0.546625294977728,0.0689630358009676,0.0466585340569006,0.0467696215503932,0.0467686081820816,0.0480949526492502,0.0556175908694598,0.143814789184698,1.48565469210859,15.0036011007704,239.106320375026
"28",123,100,10,0.285588276933573,0.076528580396122,0.061720807565571,0.0679226737056392,0.0679179198682688,0.0616225127233243,0.0616317323797499,0.0619754339906274,0.127184692434144,0.147645611912856,0.210353353241908
"29",123,100,100,0.308901831432004,0.0598580708843539,0.0462388093506914,0.0463098235755737,0.0463051815531547,0.046388959923503,0.0464206186426879,0.0464534228229967,0.132803432801426,0.172244516705736,0.317210867462954
"30",123,100,150,0.277377121321008,0.0587260519264446,0.0456359894921979,0.0456638980209235,0.0456631564513974,0.0457012772974378,0.045769113983312,0.0457947239904032,0.125838631339769,0.181423758592083,0.423910335652148
"31",123,1000,10,0.071287012689989,0.0465276713247408,0.0460957570267608,0.04625222656906,0.0462215990676033,0.0462335549579563,0.0462344120449186,0.0462342476715006,0.0464712335278783,0.0462424295001569,0.0462346395626957
"32",123,1000,100,0.0707273404671565,0.0449658997822954,0.0448519982818224,0.0448621865979967,0.0448600452657739,0.0448641760142274,0.0448642089692193,0.0448641723405828,0.0451355735676878,0.0448768287917431,0.044864455581935
"33",123,1000,150,0.0710703929196798,0.0448843692158499,0.044785291695754,0.0447934016611256,0.0447927272951866,0.0447945556437207,0.0447944402536556,0.0447944725133608,0.0450746877663102,0.0448035189303059,0.0447958179026592
"34",123,10000,10,0.0470297232555709,0.0448866043112967,0.0448709310101644,0.0448829658288638,0.0448789236920448,0.0448861519275192,0.0448861356175237,0.0448861353199914,0.0448878256183951,0.0448860878486956,0.0448861342202039
"35",123,10000,100,0.0468912762540656,0.0446994106036018,0.044698079093004,0.0446990590740056,0.0446990767457098,0.0446993999155271,0.0446993983138902,0.0446993982802193,0.0447019671232742,0.0446994060896045,0.04469939790849
"36",123,10000,150,0.0470924296062834,0.04470565105451,0.0447046990541205,0.0447055690356592,0.0447055213837486,0.0447056727767437,0.0447056724904305,0.0447056725243326,0.0447082491431412,0.0447056790641685,0.0447056727750662
